1.4734,-0.0078783,1.7732
1.4839,0.0071264,1.3862
1.4749,-0.0060651,1.3573
1.4837,0.005997,1.1513
1.4852,0.0009503,0.099376
1.4745,-0.0071575,1.5499
1.4837,0.0062529,1.1394
1.4843,0.00034035,0.023805
1.4841,-0.00010106,0.11431
1.4876,0.0023583,0.39173
1.4914,0.0025545,0.42541
1.4825,-0.0059675,1.3081
1.4876,0.0034401,0.60542
1.4838,-0.0025578,0.61363
1.4868,0.0020151,0.32314
1.4914,0.0031376,0.56903
1.4825,-0.0059975,1.3938
1.4868,0.002887,0.52167
1.4882,0.00091809,0.098069
1.4874,-0.00050398,0.22503
1.4796,-0.0052441,1.2834
1.4886,0.0060827,1.234
1.4785,-0.0067849,1.559
1.4796,0.000744,0.059912
1.4878,0.0055319,1.0779
1.4802,-0.005078,1.1755
1.4878,0.0051343,0.91739
1.4785,-0.0062608,1.3447
1.4802,0.0011599,0.11155
1.4797,-0.00032427,0.17111
1.4794,-0.00023653,0.1595
1.4951,0.010612,2.063
1.4977,0.001739,0.2512
1.4773,-0.013621,2.7928
1.4951,0.012049,2.0424
1.4796,-0.010344,1.9653
1.4967,0.01151,1.7798
1.4977,0.00071492,0.022471
1.4774,-0.01356,2.3446
1.4967,0.013023,1.9877
1.4952,-0.00094544,0.26142
1.4948,-0.00030095,0.16411
1.495,0.0001338,0.067208
1.4956,0.00040134,0.025487
1.4936,-0.0013373,0.31345
1.495,0.00093733,0.10197
1.4953,0.00020067,0.042245
1.4954,6.6876e-05,0.06354
1.4988,0.0022736,0.39775
1.4929,-0.0039365,0.91677
1.4954,0.0016746,0.27253
1.4968,0.00093955,0.11888
1.494,-0.0018506,0.48111
1.4979,0.0025736,0.48114
1.4929,-0.0033214,0.83788
1.494,0.00075691,0.086829
1.4962,0.0014156,0.23498
1.4958,-0.00023393,0.15112
1.4999,0.002741,0.60521
1.5038,0.0026002,0.56791
1.4954,-0.0055858,1.6574
1.4999,0.0030092,0.66697
1.496,-0.0025935,0.8706
1.5001,0.0027473,0.61189
1.5036,0.0022965,0.48675
1.4959,-0.0051079,1.609
1.5001,0.0028311,0.65153
1.4994,-0.00044663,0.28818
1.5001,0.00043349,0.032861
1.5106,0.0069995,1.9095
1.5117,0.00072819,0.050358
1.4985,-0.0087319,2.9415
1.5106,0.0080747,2.3016
1.4992,-0.0075401,2.5697
1.5111,0.0079342,2.2577
1.5116,0.00033088,0.11421
1.4984,-0.0087357,2.8068
1.5111,0.008479,2.3932
1.5111,-3.6397e-05,0.17902
1.5104,-0.00043016,0.3041
1.4934,-0.011255,3.4302
1.5125,0.01279,3.5865
1.4902,-0.014744,4.4814
1.4934,0.0021474,0.45305
1.512,0.012425,3.3794
1.4911,-0.013813,4.1183
1.5123,0.014225,3.6583
1.4901,-0.014683,3.9215
1.4911,0.00066775,0.0074508
1.4938,0.0018644,0.3221
1.4933,-0.00036818,0.30231
1.4827,-0.0070984,2.2057
1.4972,0.0097795,2.5617
1.4737,-0.015696,4.6401
1.4827,0.0061071,1.5423
1.4931,0.006994,1.7846
1.4775,-0.010395,3.0062
1.4973,0.01334,3.2249
1.4745,-0.015178,3.5759
1.4775,0.0020447,0.30438
1.4748,-0.001895,0.58169
1.483,0.0055942,1.2397
1.483,0,0.1748
1.483,0,0.18185
1.483,0,0.15146
1.483,0,0.11125
1.4737,-0.0062711,1.8477
1.4727,-0.00067856,0.28447
1.4777,0.0033951,0.81953
1.4723,-0.0036543,1.0852
1.4727,0.00027168,0.023525
1.4735,0.00054322,0.058865
1.4859,0.0084153,2.1027
1.4882,0.0015479,0.30871
1.4723,-0.010684,3.0667
1.4859,0.0092372,2.3174
1.4751,-0.0072448,1.9882
1.4869,0.0079518,1.9816
1.4882,0.00089114,0.12641
1.4745,-0.0091722,2.2966
1.4869,0.0083585,1.8004
1.4856,-0.00081716,0.2781
1.486,0.00023559,0.031426
1.4913,0.0035666,0.84521
1.4932,0.0012741,0.21861
1.4849,-0.0055585,1.5646
1.4913,0.0043101,1.0415
1.4859,-0.0036344,1.0565
1.4892,0.0022108,0.48716
1.4931,0.0026659,0.60735
1.4857,-0.0049694,1.4517
1.4892,0.0023221,0.46133
1.4907,0.0010308,0.1653
1.4904,-0.00020125,0.16673
1.4809,-0.0063741,1.9314
1.4928,0.0080357,2.1349
1.48,-0.0085745,2.5571
1.4809,0.00060811,0.067362
1.4907,0.0066007,1.7355
1.4831,-0.0050648,1.559
1.4928,0.0064964,1.7064
1.4801,-0.0084876,2.3999
1.4831,0.0020506,0.39556
1.482,-0.00079225,0.31828
1.4819,-3.3739e-05,0.12976
1.4882,0.0042513,0.93524
1.4914,0.0021502,0.37458
1.4788,-0.0084484,2.0951
1.4882,0.0063565,1.2659
1.4819,-0.0042031,0.9418
1.4888,0.0046223,0.79752
1.4914,0.0017766,0.21863
1.4789,-0.0084281,1.6391
1.4888,0.0067112,1.0846
1.489,0.0001377,0.074375
1.4886,-0.00026864,0.14637
1.4898,0.00080613,0.053958
1.4931,0.0022151,0.2932
1.4833,-0.0065635,1.2377
1.4898,0.0043821,0.63616
1.4887,-0.00075849,0.20371
1.4891,0.00031236,0.029616
1.4931,0.0026425,0.38035
1.4833,-0.0065201,1.1794
1.4891,0.0039101,0.59096
1.4888,-0.00022496,0.1017
1.4899,0.00073885,0.060017
1.489,-0.00060407,0.16596
1.4904,0.00094023,0.093904
1.4883,-0.001409,0.31065
1.489,0.00047034,0.025292
1.489,0,0.054698
1.4697,-0.012962,2.2723
1.4919,0.015105,2.5382
1.4678,-0.016154,2.8184
1.4697,0.0012945,0.17176
1.491,0.014469,2.4292
1.4694,-0.014454,2.5744
1.4918,0.015207,2.5556
1.4687,-0.015441,2.7003
1.4694,0.0004698,0.013201
1.47,0.00036409,0.018441
1.4696,-0.0002381,0.11435
1.476,0.0043549,0.72497
1.4783,0.0015583,0.19924
1.4647,-0.0091998,1.7704
1.476,0.0077149,1.3435
1.4709,-0.0034214,0.70663
1.4763,0.0036133,0.58844
1.4783,0.0013649,0.17452
1.4649,-0.0090714,1.7468
1.4763,0.0077788,1.2943
1.4762,-7.7899e-05,0.096992
1.4762,3.3872e-05,0.070523
1.4739,-0.0015581,0.39827
1.4786,0.0031888,0.59128
1.4652,-0.0090626,2.0177
1.4739,0.0059378,1.2018
1.4756,0.0011602,0.17641
1.4745,-0.0007319,0.26952
1.4786,0.002767,0.55461
1.4652,-0.0090727,2.2263
1.4745,0.0063712,1.3776
1.4757,0.00079347,0.082889
1.4745,-0.00081317,0.28748
1.4699,-0.0031197,0.80419
1.4764,0.0044221,0.85438
1.4628,-0.0092116,2.126
1.4699,0.0048537,0.90078
1.4755,0.0038404,0.6397
1.4702,-0.003619,0.85746
1.4763,0.0041525,0.6883
1.4627,-0.009202,1.8878
1.4702,0.0051137,0.84857
1.4704,9.8626e-05,0.080634
1.4703,-3.4006e-05,0.10633
1.473,0.0018364,0.26218
1.4779,0.0033265,0.56355
1.4647,-0.0089654,2.0111
1.473,0.005701,1.0361
1.47,-0.0020163,0.51668
1.4732,0.0021496,0.34784
1.4778,0.0031225,0.54661
1.4676,-0.006865,1.6652
1.4732,0.0037782,0.65486
1.4749,0.0011607,0.12566
1.4753,0.0002712,0.086527
1.4745,-0.00054226,0.23109
1.4766,0.0014242,0.20368
1.473,-0.002438,0.6852
1.4745,0.0010183,0.12222
1.4745,0,0.12618
1.4713,-0.0021702,0.61786
1.4766,0.0036023,0.7454
1.4685,-0.0054856,1.3301
1.4713,0.0019067,0.32085
1.4745,0.0021614,0.39578
1.4713,-0.0021635,0.66328
1.4766,0.0035887,0.75458
1.4686,-0.0054315,1.4279
1.4713,0.0018658,0.33771
1.4714,7.4764e-05,0.099281
1.4716,0.00013592,0.085164
1.4777,0.0041451,0.95023
1.4789,0.00081207,0.085896
1.4674,-0.007776,2.0593
1.4777,0.0070192,1.6448
1.4715,-0.0041788,1.1248
1.4775,0.004074,0.87201
1.4789,0.000934,0.11225
1.4675,-0.007722,2.046
1.4775,0.0068417,1.6002
1.4774,-4.7377e-05,0.1252
1.4776,0.00010153,0.09256
1.4956,0.012182,2.9986
1.4965,0.00060177,0.033077
1.475,-0.014367,3.7189
1.4956,0.013966,3.2655
1.4776,-0.012035,2.9264
1.4962,0.012598,2.8381
1.4965,0.00021721,0.05917
1.4751,-0.01435,3.468
1.4962,0.014338,3.1042
1.4964,9.0228e-05,0.081972
1.4957,-0.00043439,0.20245
1.4881,-0.0050812,1.2866
1.4965,0.0056448,1.1597
